hash,is_malware,pe_header_offset,file_length
986fef80a4d7747c993dbcb67198d038,0,272,77830
987c31693d522db1d2320c3dec2c71ca,1,232,272913
988a963f6a7b3d53770916de811bf3d5,0,208,45156
988f4b019d4fa11466e0d2b2975cc30d,1,248,190473
988f9878f0b46e7d6a29d4b6a7bee138,1,256,740356
988fd68bec1e6a4bbcaa0f310bbe7cd5,1,128,937988
98972736eeaccb7ffaf0b7dc78a9d949,1,256,283140
989a133e5d945313161e1049a0a7d03e,0,256,888436
98a1a8293517459282cc66c2e30a054c,1,112,2594
98af2c036d24718d0322c5cbf689ab63,0,264,962268
98afd043882af4eaee750181aa5e99d4,1,240,284684
98c3dd0d74f0b179c87d6b500515fdd6,1,256,532484
98c4c4f2f3c313fe8e366589b98736d8,1,128,100868
98cbdc0bc54eddc75cc833db6d606799,0,208,15718
98d09bda5aaa28000a5778782ab2abb4,1,216,293923
98d717234fe5ca4db1fa2e7d15ad9df7,1,256,382024
98e24a4563f63e761808a740ad3843ea,0,184,19156
98f642ca02807ae57d4c2e2a56a13616,1,184,102404
9905eb9c71e9e055cd604232107d0b71,0,264,49156
9906042742e4cf10dbe6e4d350ef0703,1,128,157190
9907f73b95fa33187805d1de09fcfe43,0,176,18436
990a168c870e72bfe36cb64175aa42a0,1,224,217092
990a2e4fdf355ca7a6cc3a13c4a6c49f,1,128,241156
9919c6f221907481e296bfb7170b98ed,0,248,25606
991cae1718fdc984b7346fa55073ae18,1,256,638468
992a89fc6eed14c2418452adede3635b,1,256,217092
992ae3f83f37b2e09168ea9e8bcba1bc,0,248,147406
993f88039bec9b68b436caf38f383352,0,128,132801
9941748d6f94b6019ee04de8b84fd041,1,256,876577
9942409c18a845397d0b98c8ec9db9e6,1,256,670724
994696f98d3b51fac6b6694de3283961,1,128,162308
9963efc7e88be8c3ed788e687a1d9241,0,224,34822
99728cb28760d45ecd9d9f2dc846f20f,1,264,267747
9976be48f389ae5122138dbef504d664,1,224,385028
997eabd64ec4cef07599ae798fe6a4b7,1,256,258052
99842b77e7d7439dd2ed0df9c1d87d5e,0,128,306180
998a7a55c87b71f1510c614afdd72c88,1,200,85508
9993bac5c308e4c77376506d8f228b17,1,200,290854
99946a2c6f13b519211a2e40e391a07f,1,128,88580
99953e68725c7b09c1005f881289bb50,1,128,137670
999b2e8e95bfb0cbd8eb3f0c8bc38791,0,272,261396
99a0839e9e59739df0880c32e549290a,1,184,819716
99a5f559766f1152987a4c20fb97434c,0,192,14646
99a8aeb4a967ea62b25b1ee96d692748,1,256,895966
99ae3748816f568ba9801a2d693c7ac9,1,224,242228
99bccb0072eca6b0bf1ae3757d9bb8eb,0,224,79894
99bfe18267f8df4b618055b4fbdc00dd,1,256,914436
99c4a7cd4b2e7e1ca9eae382f828a061,1,240,277137
99c8b93a1d2ebe2a33e12cb54026e927,1,256,664580
99c96d71907ef68b77ad2b2e3323ea51,1,256,681988
99ca95a03cfa117fa7602d37b6924653,1,216,459484
99d78946aaafedf0b22c57d00b7b8698,0,256,99844
99e4cf15183d7e071e90abdafae58c6b,1,216,159539
99e4fecb84309893725d02a25404442e,1,176,336726
99eeb6b36e75a064a67aa70ab5a8c8fa,0,256,616964
99ef1fe297a2d402b2333dcbba82cf39,1,216,48054
99f9a12ea868ee63219aaf039e5e830f,1,200,245764
9a01592170671850f2629e7033c82058,0,248,39428
9a037fa1aec48538c15c7a5745cb8ef1,1,256,800596
9a052804b5d0d88a81032d2eaca1e495,1,200,278532
9a0b985bd7995ea881e45728ef47f8e5,1,184,147460
9a0ed8f7dda87578c4f1daf26789c515,1,256,4612
9a0fb843049d3ff70596239fb48aa306,0,256,572252
9a1254c39b3b1599c2c4873878d66562,1,224,227846
9a164a3f18c6e06507bf4172860003bc,0,312,735180
9a1a019ed37914c304b93861481d808c,1,256,681756
9a330a78ac796fae4ea97493eb8f1fbf,1,128,13316
9a40ec4541dc0ad9471c6cfe5cbc5552,0,256,141068
9a4bd7c26f8f532385bdb260ad38cd86,1,224,40964
9a4ffd6eee280949c63ad51a79fcec68,0,264,103428
9a588bbfd47e2f49e5474425d0e87fc0,1,272,280580
9a5a20e0afe80d74b3413becf3f3b92a,1,216,48058
9a5f71948a995f3c35940772689ad9d2,1,232,915972
9a6025aa61402bf563442dccd44991d9,1,216,66564
9a6ec781eb75a35cb1cef43f1ea6dab0,1,232,310797
9a72613f2f0c123d5c362db2bdf3e8d4,1,128,715780
9a742dbecddb84c8c06c44499f4406b7,1,216,48061
9a7ca1f1f3e87772c47ceda2537835f9,0,256,929110
9a7e1988a7ccdcfee49ba4fdfd283b2b,1,256,622084
9a7f4cfd588def9a99769294346c14b2,1,256,82141
9a92bb9905daacba1671be3e7c749308,1,128,78340
9a9bc8c4560bb57fba6370beb8407615,0,264,326412
9aa619356f1e2b7a7ee774852c079f03,1,224,647940
9aa8a65ae902d40c027ee1d46d3a027a,1,248,126792
9ac6a9c7ec13079060c9c4adc8a7a404,1,248,599995
9ad5c3e843ad43a1d5777a86b0b4afff,1,256,373028
9ad64a68cc498981ac723e85ac0bfc8a,1,256,765956
9adcd12a17308b003cb2c139271d5ab1,0,208,963272
9adee18965d46ac0f3d1228600b992cb,1,184,73828
9af454f78dc7f9f227b62fc23ffb55c2,0,184,13828
9af846c37084b555e2f388ebe5c0a5bf,1,128,400388
9afb04386ec753163ac171d161300d93,1,256,671160
9aff5dd62f4545ff45fd1c5683849381,1,224,466948
9b0ffea6659a8e1dd15268475b417a7c,0,208,338987
9b2d3a4e4544c991397d5a0b9c85e0a5,1,248,217101
9b2e47c1d7a0194d96347203cec901b3,1,128,572932
9b37d488c888451d267e5afae34a826e,0,184,2564
9b42ef551c2896f33134979dd7c91db9,0,216,253173
9b603934dc03a829f6446dfda80f8a4e,0,264,141316
9b621a717651a092a49389c05292947c,1,216,48024
9b6605db71ba8ec7b2eb0e2b364d1de2,1,256,665092
9b714b763977652986f810229037fa11,1,256,278532
9b71514a4900da85b5e641bedc40bdef,1,216,90190
9b734828040166ff63c692c8e02c56b4,1,248,451014
9b76fe41ec958f8ec467bf0f4f0d6d4c,1,256,246788
9b80ee955aa1c3f07588fe26afcdb71a,0,248,71172
9b824752a52b1b8c17af6d98e2a8b1e7,1,184,34990
9b827bf6734a2d1080632b3ca5276ee8,0,264,94260
9b9a9ac2708b06703bcb57215c8774dc,1,128,673284
9b9c34897ba8ecc7743668e98ae47bfd,1,256,10752
9ba0a03192058a697ad566b0573718b1,1,248,303108
9baa433bc35fab3a253dd0737809b105,1,208,204804
9bae49cdcb16de0ca7a6dd51bd76c02c,0,256,595255
9bae87301201b5a34b09bf415bcdffd7,1,248,72366
9baf8e6a2d52ba401d1240892145f450,1,256,509894
9bcff11397f20bb7e2d6361c4c110d45,1,128,134148
9bd2463c40de73a3d5039476b92f63ac,1,256,352260
9bd26f0b428b19797905dda6b0d0fa67,1,192,121852
9bd2efea65feff810180c22cfd5e6139,1,256,411652
9bd696c06aacf495fd22d4d6c46ab9d9,1,224,422084
9bd6e7e8c5473f4d34444d64959419e5,0,208,10780
9bde57552b0992278d210e6dc4f6bfab,1,200,167940
9bf377f7a8a877a69c8fcc99ff1ee46b,1,216,649734
9bfeb1954bd150289333205a0a84b28c,1,216,78340
9c0cf907304e4bcca392d1d5189baa73,1,240,275205
9c13615503170e07d7266015f7b84cfa,1,280,583684
9c16e283496df0896ba3832db5289382,1,256,446468
9c1b3284476edcc3106719ba8da39bf2,1,256,342532
9c1b822959123f9bf7c0cb7394d2b0cb,1,176,59870
9c2028803211ad0c537ef064d1bf98e8,1,184,61444
9c2d5f92adf21bbc49c2143bc913be09,1,264,520139
9c343b89bd0aba3e142c1b1dc2def1e7,1,216,50692
9c36257cc3dacd5359d7e1a7a85605d4,1,200,94724
9c3775fd7f578044ebb2d69a98d87baa,0,256,50180
9c3ba97a4bbc1330c9b243c0e90ab378,1,248,205732
9c4a72891f74fe46821aa724b2ea0106,1,216,125500
9c4c78b4ac2c66b8e5227b97619be87a,1,64,237572
9c50cb79f51db79ed60dea21f7f4fa26,0,184,4612
9c5750e022e7cfa804887b4441be45b2,1,256,357380
9c59fb9381c85f662579b5c3799f4a70,1,216,649734
9c5dceaecb5c7c0d1e2ebfdd6af75362,1,256,8196
9c6a94ef1a136531e814f87153353386,1,256,58372
9c6f0a1aa76944fe50359c2ec3247de3,0,184,532484
9c7a3ed4ad63354527512fc2f8ec3656,1,128,200708
9c7d824711a3d475dce654014e0133aa,0,280,574204
9c8ca2671ed0fd48cfd482105e61cee4,1,256,729604
9c92444718319572b0eb73d86fb72d94,0,256,31236
9ca2013d6e4bb37c501b8eb361c6913e,1,184,217594
9ca8c4731edb19c32493fe460282cdb5,1,200,277020
9cad7d0240d5ee54512d6f612e211a7a,1,208,216020
9cae1158c83d02c508ce8ab0db33974d,1,128,508932
9cbc631c5ae1e40c733a17cef8747911,1,256,196100
9cc48dae319c7297e2f003cb013ae760,0,240,81220
9cc6797ce194797134c7826e60c5f542,1,232,680964
9cdb33093b1a3cbb1afdc7212d3a818a,0,184,5124
9cde5ff65d526500c4f5baefbad37f70,1,232,290842
9ce16db17e4e20d23429d76805efef7b,1,184,69126
9ce353c8585dac0c8b530e93ee46f7c1,1,208,307204
9cf1135b0b449b8561393c4ca657c873,1,184,118788
9cf2c4e4bdf7b4ac808e816b0077b674,0,216,652000
9d026567131482debcf54595c664cdc7,1,256,359428
9d02af841b601d55c1fb5ffff62e6ec0,1,256,606212
9d0de874950ddd2f332595bac1ac70db,0,256,73180
9d2540141bd093d19e03f0dd3a76cd19,1,240,309772
9d27fdf44dfa5389ed5e2544ae898153,1,184,98308
9d3112f25678bdf59121beb2701a6c2b,1,256,774148
9d5880491747ad723b93c1ec18ee29c9,1,192,352260
9d588b6e4ea91e3ccf0a3cc6530ebc0f,1,128,848248
9d617925d16ef4884c26bf76776995e1,0,264,124100
9d656e5c7c59681dbf6cebf2874437b4,1,128,299012
9d6f9c9ff6994e06e14a0481c5c51e78,1,128,36868
9d7d1698fd325cbe044fad14979dc48d,1,240,699910
9d804e8db53b0084b404bf7304ed8657,0,256,95460
9d88135c4fd214a22a0bec26439e7de8,1,216,118907
9d8d86f9195ff136b2f0aa319d51bf76,1,184,659460
9d8fa25bc8f1266d4fddbd23ecc09151,1,176,456765
9da2ebfa46b8ea4e9bb3160ab6dcb2d1,1,216,68977
9da427057abba42e638d36a89080f36f,1,256,775172
9da99ce2dd450cfb90a0820d82a86768,0,128,16388
9dab3b6accd983cadd4d52d5a2fd2e02,1,224,19972
9daf2c2481e4eb2790cc0bed5bb70219,1,64,26666
9dc768d92211bbb6c9d3ebe3d85f098e,1,224,155652
9dde707f8230ffe82a69778ca2dcf9bd,0,272,737438
9ddf288036e7b703e73c1bae81a97320,1,200,163844
9de1e5ee384571a831f9b38169085b8f,1,176,68892
9de5998e3d227ecba786f6078bf1d59e,1,128,20996
9dee374bb120692c84875ae08c912db7,1,128,954538
9df2737c34143a00d1b4eed7856f8b1f,1,256,558084
9df4c80784a4c54b4b860fd033f50ff5,1,240,234513
9e029357d715590ff69438d07f683348,1,216,362203
9e0bb00347e8b090553534594c5a69fe,0,248,568838
9e1ad8618677a808550f10e2cee7b1a9,1,240,216987
9e1c0f9acfcc51764139f95781fa73e4,0,184,3588
9e2363d8db118f136dbcdf63cea7862a,1,128,241092
9e29bdd1e710db355ba786a2f22ca50d,1,224,242100
9e29e325f7ec0e55a3e55daf2d39e5ed,1,232,676109
9e2ba9c11caee1505b54633db7a89f05,0,208,267516
9e3b0f1ca6d2d0593d783f6335fe09c2,1,192,24580
9e3e7eccf692c2ce01137f31687ebb0c,1,256,258052
9e40094beac3c2c20ca8e7a6c8b98c8f,1,288,25642
9e42e3c59d30bb52123541bed429e417,1,264,32772
9e43dd99e1a9953fb5bb9a9791d75e89,1,184,507396
9e5ebd26bdd4c190a0c3431bfddfc1d0,1,216,715164
9e72fe7d62bb23d6b4e395a18f36bc85,0,232,11780
9e7846a9e3c7b809868a4a3c7dbfa80f,1,200,94724
9e8add37ed44b8c7ed1f2c844023d328,1,16,47995
9e8ea3b3b2726a3279a0d49555a1dc99,0,240,318982
9e927d463dfbed860d1780a445f21681,1,128,356356
9e9606a8b2fc60bda1f10560271cd4e2,1,232,542746
9e9829b8268f5014c9ded64239d0bfda,1,272,507908
9e9c58849039a49d863a1b84f66d6024,1,208,668043
9e9ee26ca6ee46112a1b53a74f6bdab4,1,128,271364
9ea15d4e670c477337343c581dfae997,0,128,5124
9ea6f637c5cf52bb49f6b7ba131a2b5b,0,216,217310
9ea8247f513ff16138008abed814b6b1,1,200,481646
9ea879c67b0f674966244ebc5dc5671b,1,216,673732
9ebbbcd75b0d720158bf754e743bfe93,1,248,263684
9ebc72d93187adf56d9562607cd01ce6,0,256,117764
9ec0307070eb4e7cdc9879d5296a1800,1,256,547332
9ec4070d33f6410bcdd111953d6ebd76,1,288,25674
9ec964bc2c2eb6cba67af60b5d1296e2,1,256,35332
9ec9f1f605f6041eb24756a450a3deaa,1,200,326876
9eceba39ba134691c2115e7b164ec0c6,0,216,42580
9edd2faa7d03ab7574076add95ac9909,1,176,8196
9ee5b9c703b6ae88b6e1047f8cbab6d5,1,184,203268
9ef6dd7727110fce31eeb86e5a81ad74,1,240,94212
9efbb4023a030b213b2730141df8a330,0,184,11108
9efdb76135cf98a906631b2355d09fa6,1,128,35472
9f03b54be5232758aa4a59069af82568,1,240,220684
9f059ce4e45a91081ac2adc581c852e6,1,128,12292
9f064a0777b8e5b475119e2b7e9aedd9,1,128,733188
9f070414689277cdb1067860fb8aa33d,1,184,438796
9f09a8a49ad84a31c8720710d61a668b,0,128,6662
9f0ccb087c1a9a4a87f7f558c3ae7801,1,192,192516
9f11667e41da50c1648c5a7940af5e1a,1,200,259780
9f154134f5a791d5cf0832422da85ea3,1,208,74756
9f27b5b191c868cc2949c12a0c7f14c2,0,184,84484
9f3b6b0220aaebd277725855283c6da8,1,216,147460
9f41571d82f016c661e6c21bb4eeb9b8,1,208,24132
9f43d7eb7536d1fe9d01dd92d8ca9aec,0,264,994644
9f5689b3e089055fc4c979d7dbdf888c,0,280,138244
9f5f97a95dbdd8c1b26b42ff318b7477,1,128,323588
9f6433426760af2500188baadb1708b0,0,312,735188
9f67da511882c256a37082418cabc225,0,232,132614
9f744427b4590e3dfacecb60204c1eea,1,256,327181
9f80695f6d8e55dc91804afdaea460e4,0,256,123396
9f981faacc5372321ec98a538883858d,1,256,116228
9fa109fe059549a8daf913c66dc29ecf,0,240,293268
9fa4e8475bb9d3a36c508fc0e5260247,1,128,43673
9fa7b855b6c5fa4fa64493783f7a9b91,1,240,569774
9fa88462cf0827ccf22dc6d4cad4d4cc,1,256,663556
9fb3a5e6df8cd16d053cf1f4c09c8896,1,248,241677
9fb4c90cbad6b77eb0071a919e9f266e,1,128,3076
9fb60796bd8d8aa98873398b55a85d5f,1,128,357894
9fb81c488f6956ba619dd34680efdea8,1,200,94724
9fbb52644be09f5dde18b680d66a00e6,0,176,59292
9fc94694f1fd9c65b1effc436929f9eb,1,128,208388
9fd331646f01200c0c917535e702357c,0,216,178349
9fed904e814347fe0c6b8bde1598266c,1,216,673750
9ffab32cef85c43924be7ae581252c34,1,248,329229
a00ab7192052bc554ad6cc422ea8ba3d,1,12,145131
a00c7462bb8e9ff3c1ddd67df99ac14c,1,200,504194
a012b79a9f54b2bdbeb8f5e98737131a,1,184,548868
a01e0c29eaa59553eb36926794cf9139,1,256,674308
a01e85d7beaf3d4bccac967f8b3ebe0b,0,216,49187
a03332def0294edbb05df500e429b33f,1,128,10244
a043f9122aec8a7043c75ca85471694f,0,128,882182
a045ff5d93a0238f61947a39a16e395b,0,232,145230
a04790a332a1e0afb62dff788ba9fc55,1,128,297476
a052f2c18b4e83d444fec772bb1f62e4,1,240,353796
a06c4e607658d03cee0d633427749e60,1,128,144388
a06fc690d9130b88cbd9992155376f31,0,184,13316
a070193d8ecbf18530d4d33849a77f29,1,256,673796
a071901994879943b486c64411623d21,1,280,583684
a07a62148bc2a5e4baca7cfaa8f9f744,0,192,36180
a07ccfd8f44d3f6c607443b2a0fb9383,1,240,250381
a0866a25dc8667e0a06191e659a3e5c1,1,200,94724
a09bbd8edd0bb5b1b56e2b02c3592e5b,0,128,372305
a0b0ff068a2925f6885f59a36c957759,0,256,34132
a0b9a5bd15fe53fe8bc9b6b3fa4c8e13,1,200,94724
a0c335c6b03214639dc16df7a25e309c,0,256,313860
a0cb90b7bdc7f60a9a02bcb4e9c696eb,1,216,62678
a0cf81e3646bf0a468b1f573f433c0ce,1,216,48038
a0d2c85a51bceb32eb5dce22fde183a9,1,208,207935
a0d3736c783d7e5175eb7fbc7292c821,0,184,12292
a0d5570ab1866b93fe750a55faf89717,1,256,456708
a0d683cbdc00daa9e7ed656a5490e69b,1,16,239466
a0e37a22b702a79cdb642166956ade13,0,256,668676
a0e8da9fa9735e5b56301d7c18d2ea48,1,240,424452
a0f664c91f7769e62fceac3f31788f8b,0,216,32830
a1069d3525b2deb1e730b36b98f69971,1,192,135172
a10e4128aa22803647d3a63b2924447e,1,240,75268
a115e1a1cf1fe7668e2596fd48c3b92e,1,128,71693
a116beb2712c2989b8c21305fdeaf028,1,240,264206
a11c2b4bff6f0fee665ca204699b3d4f,1,128,819236
a120e92f9c8b7e361fc6e8d156571d6a,1,184,437116
a1301806df2cd8869d1b628c7c77babc,1,272,620548
a133332f1df9d23c66711b4a84d967ce,0,184,43524
a13b672f06eabbbe0b43bb00a047c003,1,256,86960
a14505c0fb4bf97c7123e9b780a7798d,0,248,57860
a146bb1eb40b79ae013717520362c07e,1,176,147460
a147291444779ff609b575acedb29a76,1,176,311300
a14cac84c6074fcd403b0c535a6b83e1,1,240,135452
a1564e4f59ef2ee91230dafc8299974d,0,232,690084
a156a4e2fb65cec44364265bcc93f2dc,1,256,646148
a15adfd768112d9057c17051911a4e95,1,216,328318
a160deec333d1c3ac8f9930315429900,1,256,674308
a17552d38a3a641d5ab317238a90b02a,1,128,49738
a17874ec4c2f0271e631972350eb001e,1,256,776708
a1809a84e6efb0511538fba9725abcb0,1,224,274436
a18108801848ee672672b31bbcc29b26,0,224,53396
a18a7186401e3579ac54a2c6591394e5,0,240,301572
a1925f6337cf55f5db6ca32a72c2594a,1,256,901124
a1979fd0a7e4de063ed242e1b1995632,1,216,213726
a1a6e511c1182ee619255fda3351b1b9,0,240,12292
a1aac9a26c985764cfdddc296c374ff2,1,256,674820
a1b203a38f05282c75b94104e777a51f,1,240,264206
a1b89f1a7aa896fd81da39c1b5c48640,1,128,100356
a1bb8ccf301883bf85d570a9782d01b7,1,208,778244
a1bba9485d44003429d233357f519dfa,0,232,60092
a1bbe6327bee216a45dd7b01e7d26b8b,1,192,36868
a1cbbc6702a9e03adb872c2e4eb605c6,1,240,378400
a1cf4394808d449ae236e1f6c9ffde87,0,264,254566
a1d4fc102595464273ca720e28cd6b59,1,128,798724
a1dabbe5414a93d32d0b6910eeea22fc,0,200,231143
a1db285e79179290214b0f318dbd8d56,1,232,91342
a1e9f1f2941410ab9f49cb205a0596d7,1,216,301572
a1f26132be1c102b335d396abd7ad909,1,184,283213
a1f629e787938442650ac55cf547234f,1,240,75268
a203f9fcaea81177e1c7b8292d7be37b,1,224,237069
a2064aa28d1a5bfc597b199a5d96ebae,0,184,15876
a218238d91d4c4d65170553cbe42653b,0,272,388100
a22e5952df9b7035ead64e53bfec8775,1,184,438612
a2326215d2b2936ca1c7500e6f6d79b8,1,256,696324
a232f717d1fa691ba1ce1d276fdbe338,0,248,12292
a2369717ec46df7b7b9035008ba5704d,1,248,308237
a238fb5d5661404ce2b32513fae40b84,1,240,340996
a24e08936e53ad50d8eb6701eb26f167,1,184,438276
a254ee98016c07fb1c62f9e51fa058a3,0,128,262662
a25d445f0b6c9b2c41eac6e733a78b37,1,200,303468
a264d86d47ff2e4c1d153ca0812fd301,1,232,290842
a26be0ceb2dcf07dfb973f49a14f87b6,0,184,5124
a26bed4c11c37fc922de1bcb375fa8d7,1,200,381868
a276bb71882899af4b81700e1e70f5fc,1,200,98820
a27c827967c00cc1d69f28ea64a955c9,1,256,57348
a288eaf4d29a96180ab573fdf5d87878,0,248,458758
a29973802ff6d38fee0f92a1db3213c4,1,216,895492
a29f74c744217b3923100360293a1621,1,128,12292
a2a3651e3e24d688c299f3d0242156c6,0,248,40452
a2a495a0d666aa366d95feb40a650c2c,0,224,67590
a2b32e8b09aee88f164fbe49b1d44ac7,1,200,167940
a2b41a09a0c999f684be386f3af237ee,1,200,233373
a2b486bbcc4cc77ce4cb20e4b445648c,1,184,73732
a2b61fe1041635ca217c991cc93793ee,0,240,233478
a2c9d84fe7af8383bad5a90cc54e02d9,0,288,776188
a2d0a40c5ef8bec6935f95260fa23b8f,1,240,224772
a2d3a597f0a813c461b3464cda716e94,0,256,659140
a2d4c3e5c48bce44c8215d25348bbd22,1,256,239710
a2d5eb7108d7c78998ddb25c1c02c2b6,1,216,90691
a2df3b53e6b3a35a298c7a67fce41e46,1,240,284172
a2edbc457fd4d3a621870f136b14696f,0,256,979641
a303a787572d5282f7623041a75aa190,0,256,816687
a31c59cc4ff69c277eccabf1b127f421,0,208,18628
a325f21ccbd025ea86c0892af2f9344c,1,200,61444
a32a0ef0217e4cd9461186c5fb5ae15f,1,200,450564
a33119a70b040db55b11cd4e8604d1c1,0,184,3076
a337422c75adaef6b2037d7364386e92,1,256,160772
a3392844c04fc65e4bba067323b3051e,1,216,424660
a33dee803469d3a5e11ca2e4a773e59d,1,256,220164
a34c22ce0b7b3ae37f0103ad4bab7752,1,200,252509
a34ce420d5368d1118ed8a24f097e897,1,256,177724
a34e0b513b485840cb9e3668ae8548d4,1,256,273412
a34e4526fadf2c939efaa12b5893178c,1,128,26780
a356ff9305742754d08c3f8fba431a0f,1,248,655365
a35f38eeb12fe5e776fea92f2d90a607,0,184,58268
a36f2d9983314a0a25c7e206b03d9f89,0,240,189126
a37010341b538b7b464a82f0efaebab3,1,128,125956
a37164e443b94d7d65874687b299ae2f,1,240,202708
a372cebb0772c8977be92b0c3c215b80,1,264,509956
a377c0446df3a14b2b3f97841a14bc7d,1,128,281092
a37e10c80438a0f8921bf5eab745cbe6,0,224,497828
a380c6e7c89a0c99d72e2cf4df4290ce,1,216,48052
a386516e67f73c7fea0f3c5c1dac91df,1,256,572420
a3889b6ca456890c1e6daed761acddf9,1,128,34340
a38b27ee01c9ce106f344a544eb8bf73,1,240,250381
a390800540fce73caf60eee8bc02bf34,0,240,57419
a394c78a2967f2edf6c540d8914485d0,1,256,529412
a399dee582d9be30c53a9b410fed5897,0,256,19460
a3a325b10e9b32db53f47934c35652d5,1,200,367236
a3a62ce85ba433e32cff3c861db187f4,1,184,48132
a3acf4fa31bca63b99dc8c89a2723756,1,240,242316
a3ae315b4ac423ad3610040a01f42689,0,256,606212
a3b70492d7a4ff7b598f6fe92423fb1f,1,128,23680
a3b80eb315bb9c7bb489366b0e526c34,1,184,438380
a3c1d49e1972fd81cea15476708dc040,1,200,176644
a3c4548b58c06b125ef0b87a6a5faa3e,1,184,467956
a3c674c88cb22c5bcaf17a05c66aac8d,1,128,162822
a3ced2374ad90e8cad3dd88ab7f903a1,0,184,56324
a3e15fc06afcbdbd85eac551ec78be19,0,272,520198
a3e801c3cbc2942253367d3c3548897e,1,256,290308
a3eee68e6c49ff6bce5a01a096f66aae,1,128,736772
a3f639411437f6d39ec185b29c2774f4,1,256,31236
a3f69c3cc2c831af6b95a5838b7f3283,1,256,707076
a3fa88203cc8364e84ca49c9f73dbf7c,1,216,66564
a40582c0a9427c1022193a6d5b848dab,1,128,82948
a40a32e0dc20c7c9dd6bd5ff64130f72,0,240,484870
a40ce238b5cba08e9e68461c586b6b2b,1,256,255492
a4162627d6ab7d30b5a9ac7cf49a6402,1,240,424452
a41b16c9f1951400a08a5d0a95b3435a,0,216,364867
a420f3a48f50f57fc6a4e52b019923e4,1,224,98308
a4292010648dfcbe1b84a26a1a4e6cef,0,192,18262
a43b47b80e1fa4f5d9691a08caaa3827,0,240,241158
a43c0f11b1f8e05fa0d6e7a84f971fe3,1,224,294916
a44632fc25749c36c74760d5e7b01aad,0,200,77510
a44917288e9ab2a026091b3b679f7474,1,192,94724
a451230a9a7169309ded1ad9dedb173f,0,224,139268
a457ad05e0bd338476bb2dece530c85e,1,208,315518
a45ac4c39fa829b66efeaeaa16509698,1,224,950933
a45c5a2796cf498e76c78ae1da6ea468,1,128,620390
a465764a90256a98d7e60ea674e3813e,0,240,34396
a465947fb4d7a301a7cdb0d6cbe0c94a,0,224,353286
a4683783763294e9e8c75db2911e5fd1,1,200,429460
a46d0d69a7df33561e724d2201ac170e,1,128,334852
a47a8bf8ca0bf6c5d8df24c58247c31e,1,256,303620
a47df26ea751afd1f6bac0a8bf79cb95,0,184,6660
a4881bf6f2f5c81532a1757c58effa80,1,224,163348
a48e5ec1d3fa5efb8b94c24f0de23d12,1,208,190527
a48fe0f6e74fe4b584058f24d5bf0264,1,256,34820
a491f6fb1dbd2e2e29072ee011a43977,1,128,574468
a4976511ab6260314313d9bf5c2ed2a4,0,248,339974
a49a2ebb119bf045c296b59a59e3f26e,1,224,554500
a4a6330f667488ecff550d04d6abc86a,1,256,359428
a4aecd16b6b33b40116c763512b3edac,0,272,108548
a4b138fa0c81b3e8f1aa7773e203ebed,1,200,237572
a4bf88fdbeeef295ab5a542ec1410c7e,1,128,145414
a4c38da690cddc29166b320ad27e3003,1,216,931836
a4cc2dabcda20c9263c91a6de54a2d53,1,256,846340
a4d849c18d616bc865d93b1441b22131,0,240,522246
a4d9591ddcef0640d7a9c1a2eaf1baf4,1,256,290308
a4da9d6dc51e92d64bcb89dec78c7881,1,184,217594
a4dc49604142c113519746674f7ae00e,1,232,542746
a4ece962e80989ddca5bd4979155f4ec,1,216,93700
a5059ac8d398c2857fd09e8cc8f1737a,1,16,9782
a50a100cf18bd31493694bd72971ab60,0,240,62468
a5124968dda38a1af8c9a4d6f6ec21af,1,256,774148
a51657945ae7cae747d31def08eae85f,0,232,338846
a519648cfde4a915a6a3828882c1e385,1,240,250381
a51e4f626ebf4ff37507db70e6065acd,1,128,680452
a52607a7539fc7a51a05487d14ab93e5,1,216,48055
a52a4e9158246db891f7299272c1ee95,1,216,355212
a5329e23c14b5606b8a9ae3f010ac65d,1,232,30642
a535082bd57db6755915a3b569100ed1,1,128,241668
a535b3ff7cd613c22d76bf3a0c07ba84,0,128,212412
a53e706d5c8a69bc998912f40b8982ac,1,208,48644
a540c8a32d9ed255c26929adcd353b42,1,240,736400
a54519d36c9f022dec0755c4a01f9157,1,216,27652
a5457fd1d6233767c5487e7aba48cae5,1,128,79876
a54678b8ab85ff8c891ca0c7713eec48,1,192,60836
a565a6e3ea5b5fffddf01307900da878,0,248,123396
a57ceba0cc708a320d9613dfd88cf991,1,264,582287
a5a3e9265812f1c294e8fb54a251a15a,1,216,988412
a5a4fe3cbdf1a4b7a01c334722918d1b,0,264,84550
a5b27d9542711b957236dd7bcfc0d258,1,224,45060
a5bc1c427ab05b4d51ecd3d41aaf8b7d,1,128,306692
a5c3204d8c5b239a7e7271404376a65a,1,128,106502
a5caf036f9e198c3b54eecef1f7f9126,1,208,923123
a5cc94da18c75129e4ad3d7d5a34e4ea,0,264,55452
a5cffee9f00e9ed1c1b4ed5a04f53830,1,184,203676
a5d5f468f9976dedc1ba7e7f347d130e,1,128,24020
a5dce0cbec6dfab7a55cc8ab3c5dae67,1,216,62636
a5def209a6de506a12d54e6b92e459fd,0,184,18116
a5e30f1a3e84e50bb07ca57a47711fed,1,240,234513
a5e4f52b3560c900a51ede118d830c09,1,232,205828
a5eb102542e5e21cd04ebb0fb44e3a68,0,256,815108
